19,羽绒服,丽水,爆炸,可怕！老人收拾厨房，身上的羽绒服突然爆炸，罪魁祸首是……,http://news.dayoo.com/society/201801/06/140000_52028142.htm
14735,"",丽水,爆炸,羽绒服突然爆炸 衣服背面炸出几个大窟窿,http://news.china.com/socialgd/10000169/20180107/31922674.html
14736,冰箱,成都,砸伤 爆炸,冰箱爆炸！成都一女子腰部受伤 家中玻璃震碎,http://sc.people.com.cn/GB/n2/2017/1210/c379471-31014682.html
25,羽绒服,丽水,灼伤 爆炸,后怕！浙江一老人正收拾厨房 身上羽绒服突然爆炸,http://www.sohu.com/a/214979063_255783
26,羽绒服,"",爆炸,羽绒服突然爆炸 罪魁祸首竟是燃气(2),http://www.kejixun.com/article/180106/406856_2.shtml
14737,羽绒服,丽水,爆炸 灼伤 灼烧,老人收拾厨房身上羽绒服突然爆炸 炸出大窟窿(图),http://jx.sina.com.cn/news/s/2018-01-06/detail-ifyqkarr7521373.shtml
512,电脑 电源,深圳,短路,PCB电路板发生了短路应该如何检查-顺易捷,http://www.sohu.com/a/233325963_484361
88,插头 插线板 炉具,"",着火 漏电 短路,如何防范家用电器着火,http://www.shcb.net/html/2017-11-06/7227199.html
1574,打印机,海口,起火 短路 爆炸,吓呆！海口女子上班打开电闸后，打印机起火电脑冒烟,http://www.hinews.cn/news/system/2017/09/15/031265976.shtml
50,电热毯,南宁,火灾 短路,南宁：街边铺面凌晨起火 竟是电热毯惹的祸,http://news.guilinlife.com/n/2018-02/12/409032.shtml
14738,"",广州,火灾 死亡 燃烧,冬季御寒 谨防取暖设备​起火,http://news.sina.com.cn/c/2018-02-02/doc-ifyreuzn1554230.shtml
53,电热毯,昆明,火灾 起火 漏电,家中起火损失几万 罪魁祸首是很多昆明人过冬都用的它……,http://www.sohu.com/a/219469966_99947396
54,电热毯,"",起火 短路 火灾,十二楼起火，四个大人和一个小孩被困，又是这个“物件儿”惹的祸！,http://www.sohu.com/a/214814847_398111
90,冰柜 冰箱,青岛,起火 火灾,中央部门 省市政府 盟市政府 党委网站 新闻媒体,http://www.wuda.gov.cn/wuda/html/main/col242/2018-03/16/20180316133231341808050_1.html
91,洗衣机 冰柜,杭州,起火,G92杭州湾环线高速 145台冰柜、78台洗衣机全烧毁 损失数十万元,http://sh.qihoo.com/pc/2s1cmto0qk6?sign=360_e39369d1
59,电热毯,武汉,火灾 短路,电热毯短路引发火灾 家人救出八旬瘫痪太婆,http://hb.qq.com/a/20180201/003449.htm
61,电热毯,重庆,起火 火灾 短路,电热毯老化起火损失近5000元 渝北警方提醒市民：天冷了安全使用电热取暖产品,http://news.ifeng.com/a/20171220/54342959_0.shtml
14739,冰箱,临沂,起火 火灾,疑似冰柜起火无据维权犯难 律师：可进行质量鉴定,http://item.btime.com/42jlnhk27bs9qhqcmb8d7biiv2s
64,电热毯 电源 灭火器,黄山,火灾 起火 爆炸,"屯溪万贯家园小区发生火灾，顺通·惠仁心苑营销部员工砸门救人",https://huangshan.focus.cn/zixun/2a91571ba23dd644.html
66,小太阳,"",起火 燃烧 爆炸,“小太阳”使用不当真的会起火！,http://www.nbd.com.cn/fangchan/articles/1157316
67,小太阳,"",着火,小白狗烤着火睡着了 一觉醒来已"变身"柯基,http://news.163.com/18/0221/08/DB5HS6HN0001899N.html
1309,浴霸,漯河,火灾 着火 爆炸,漯河一旅社内浴霸灯发生爆炸 有大量浓烟和明火,http://henan.qq.com/a/20180111/009402.htm
75,小太阳,潍坊,爆炸 火灾,潍坊市民把"小太阳"当烘干器 不料衣服被烧焦,http://news.sina.com.cn/o/2018-01-23/doc-ifyquixe6616042.shtml
76,取暖器,宿州,烧伤 火灾,视频｜奶奶开取暖器出门引大火 6月大男婴烧伤恐截肢,http://news.sina.com.cn/s/2018-01-30/doc-ifyqyesy4332492.shtml
36,"",长沙,烫伤 爆炸,家里电饭煲突然爆炸 维修商说很正常,http://hn.rednet.cn/c/2012/03/21/2556415.htm
106,空调,天津,起火 短路 火灾,格力空调电源线短路致大火　格力被起诉索赔一个亿,http://www.guannews.com/xinwen/102269.html
37,电饭煲,"",起火 爆炸 火灾,预约煮饭的电饭煲凌晨爆炸 用户梦中惊醒灭火,http://finance.ifeng.com/a/20160718/14609804_0.shtml
14741,"",丽水,爆炸 灼伤 灼烧,浙江一老人正收拾厨房，身上羽绒服突然爆炸,http://media.china.com.cn/cmgc/2018-01-06/1202934.html
39,电饭煲,"",爆炸 短路,刚修的电饭煲第二天就爆炸,http://news.163.com/13/0717/03/93V3DSAA00014Q4P.html
40,电饭煲,"",起火 爆炸 火灾,预约煮饭的电饭煲凌晨爆炸,http://news.sina.com.cn/o/2016-07-18/034433223696.shtml
43,电饭煲,丽水,爆炸,煤气瓶有点漏气 电饭煲刚插进去煤气就爆炸了,http://zjnews.zjol.com.cn/05zjnews/system/2012/09/18/018819546.shtml
1557,电饭煲,"",起火 爆炸 火灾,预约煮饭的电饭煲凌晨爆炸 用户梦中惊醒灭火,http://www.chinanews.com/sh/2016/07-18/7942791.shtml
45,高压锅,咸阳,休克 死亡 爆炸,高压锅爆炸致17岁厨师不幸死亡,http://xian.qq.com/a/20170623/019573.htm
14742,"","",短路 火灾,印度孟买大火或因电源短路 已致14人死10人伤,http://www.kaixian.tv/gd/2017/1229/665967.html
109,加湿器,上海,火灾,质监抽查本市加湿器共30批次 合格率仅六成,http://news.sina.com.cn/o/2017-12-26/doc-ifypwzxq6886330.shtml
14743,"",舟山,着火 短路 火灾,生活一点通：抽检近九成不合格 使用充电宝要当心啦！,http://news.jstv.com/a/20180529/1527588347806.shtml
14744,"","",起火 燃烧 爆炸,南航起火之后，带充电宝坐飞机还安全不?,http://www.orz520.com/a/social/2018/0304/10712733.html
14745,"","",爆炸 短路 碰撞,充电宝会爆炸？边玩不能边充？,http://sh.qihoo.com/pc/9577dff40863180ca?sign=360_e39369d1
72,电热毯,盐城,着火 火灾,小心！电热毯着火,http://news.163.com/14/1209/03/AD091NKG00014Q4P.html
78,电热毯,济南,急救 起火 火灾,电热毯引发火灾八旬老两口没逃出来,http://news.163.com/17/0219/14/CDL3TV8C00014Q4P.html
14746,电热毯,泰安,起火 燃烧,泰安：忘关电热毯就出门 烤着被褥床铺吓得不轻,http://news.163.com/16/1208/11/C7OSLO00000187VE.html
14747,"",郑州,爆炸 起火 短路,警示：可移动的爆炸源 —— 充电宝,http://sh.qihoo.com/pc/9664fa394eb78dafc?sign=360_e39369d1
1616,电热毯,"",起火 火灾 短路,　　事后，郭女士回想，电热毯起火前几天已经有了先兆，使用时电热毯一半热，一半不热，也没当回事儿，没成想却险些酿成一场火灾。,https://yichun.dbw.cn/system/2016/03/22/057146909.shtml
14748,"",沈阳,呼吸道 门诊,每年“爱鼻日”为何定在四月？因为过敏性鼻炎总跟春天一起来呀,http://news.eastday.com/eastday/13news/auto/news/society/20180415/u7ai7610781.html
82,电热毯,西安,起火 漏电,邻居怀疑是电热毯起火 56岁瘫痪病人不幸身亡,http://news.hsw.cn/system/2016/1013/499608.shtml
83,电热毯,广州,起火 火灾 短路,独居老人天寒使用电热毯 不幸引发火灾遇难,http://news.163.com/16/0128/01/BECNRACJ00014Q4P.html
85,电热毯,上海,起火 火灾 死亡,浦东一民宅起火 91岁老太不幸身亡,http://sh.eastday.com/m/20171125/u1ai11023434.html
86,电热毯,"",火灾 短路 触电,整夜通电为取暖？电热毯用不对会要命,http://tech.china.com/news/11146421/20160125/21283355.html
14749,"",临沂,起火 火灾,疑似冰柜起火无据维权犯难 律师：可进行质量鉴定,http://www.langya.cn/lyxw/zxwshsh/201708/t20170816_489183.html
110,冰箱,杭州,起火 火灾,杭州女子家厨房突然起火 电工检查是三星冰箱自燃,http://zj.sina.com.cn/news/s/2017-08-28/detail-ifykiuaz1352798.shtml
89,电热毯,武汉,起火,电热毯凌晨起火！22岁女业主穿睡衣逃生,http://news.163.com/17/0211/07/CCVQ5M1N00018AOP.html
111,冰箱,厦门,起火 燃烧 短路,刚买的冰箱突然自燃起火 消防提醒：电器无论新旧都要常检查排隐患,http://www.hxnews.com/news/fj/mn/xm/201804/20/1500812.shtml
14750,"",沈阳,火灾 起火 死亡,辽宁一小区15楼着火 19楼3岁男孩在家被浓烟熏死,http://news.163.com/18/0122/19/D8PFE7SC000187VE.html
14751,冰箱,"",起火 着火 短路,民房突发大火疑因冰箱引燃,http://www.chinashishi.net/news/show-4132.html
100,小太阳,南京,起火 火灾,家中起火疑因“小太阳”惹祸,http://news.163.com/15/0322/03/AL9GC3A000014Q4P.html
118,冰箱,徐州,起火 火灾,男子将40万现金藏冰箱 不料家里起火,http://www.sohu.com/a/224701417_255783
14752,"",徐州,起火 火灾,男子将40万现金藏冰箱 不料家里起火损失惨重,http://news.qtv.com.cn/system/2018/03/05/014821370.shtml
119,冰箱,"",起火 燃烧,网购二手冰箱 清晨起火 消费者维权成难题,http://www.wfcmw.cn/weifang/pic/2018-02-07/305262.html
95,小太阳 取暖器,连云港,起火 火灾 触电,温暖背后有隐患 记者实验用小太阳取暖器有多危险,http://news.163.com/15/1120/19/B8SURKFK00014AEE.html
122,冰箱,"",起火 触电,冰箱变“烤箱”退货遭拒 商家正检测起火原因,http://ice.hea.cn/2018/0514/258809.shtml
105,电热毯,宜宾,火灾 燃烧 起火,宜宾一楼房燃烧 疑似电热毯惹的祸系乌龙(组图),http://news.163.com/15/1216/11/BAV1D34F00014AEE.html
14753,取暖器,沈阳,起火 燃烧 爆炸,当心"暖器"惹祸 "小太阳"使用不当真的会起火,http://news.jstv.com/a/20161111/1478831721433.shtml
129,电线 插头 高压锅,"",火灾 起火 燃烧,厨房发生火灾原因都有哪些问题引起的？,http://www.sohu.com/a/199228236_99973213
14754,"",衢州,火灾 爆炸 起火,厨房，家庭火灾高发地，衢州今年以来已经发生50余起，如何预防厨房火灾，消防部门给你支招！,http://sh.qihoo.com/pc/9bff1a2807e276c6d?sign=360_e39369d1
14755,空调,天津,火灾 短路 起火,空调短路致2000平米大火 格力被索赔1亿元,http://tech.sina.com.cn/roll/2017-11-09/doc-ifynrsrf3108340.shtml
115,电源,广州,短路,户外LED显示屏老出问题？该检查模组电源板了！,http://info.ledp.hc360.com/2017/10/201031207541.shtml
1288,空调 风机,"",短路 火灾 疲劳,如何鉴定汽车线路是真短路还是假短路？,http://news.zgqczj.com/349/54670.html
14756,"","",过热 短路,电源IGBT驱动器短路保护测试方法,http://www.eepw.com.cn/article/201612/327985.htm
14757,"","",短路 火灾 损害,过载和短路的区别，如何分辨过载保护和短路保护，线路短路了应该如何解决,http://m.elecfans.com/article/511728.html
123,电源,"",燃烧 爆炸 短路,就怕你不知道 移动电源短路如何恢复？,http://minipower.zol.com.cn/490/4908357.html
126,电源,"",短路,恒流电路在电源中的应用,http://www.eepw.com.cn/article/201702/344085.htm
14758,"",泉州,短路,山寨充电器易致手机电源短路 14种不合格产品请别用,http://qz.fjsen.com/2013-07/22/content_11975895.htm
14759,"",沈阳,火灾 短路 漏电,什么是故障电弧探测装置_故障电弧探测装置和灭弧式短路保护器的区别,http://m.elecfans.com/article/679229.html
14760,"",杭州,耳聋 耳鸣 住院,声音越细听着越难过,http://news.163.com/11/1021/06/7GSCKRI600014AED.html
142,冰柜,"",起火 火灾,小超市凌晨起火 烧毁冰柜及货物,http://news.sohu.com/20130708/n380946713.shtml
14761,"",福州,起火 火灾 短路,福州长福路一大排档冰柜烧成“黑柜” 其内啤酒完好,http://fz.fjsen.com/2015-05/12/content_16070633.htm
14762,"",桂林,感染,桂林一小学生遭老师拿铅笔戳头 头皮下留着截笔芯,http://gx.sina.com.cn/news/gx/2015-05-22/detail-iawzuney5986900.shtml
14763,"","",伤残 刺伤 视力,小学生丢铅笔刺伤同桌眼睛,http://www.zsnews.cn/news/2015/07/01/2778746.shtml
14764,"",成都,住院 感染 抢救,铅笔戳进鼻腔 2岁女孩儿千里赴蓉求救,http://3g.163.com/news/article/DE1FEICR000187VI.html
14765,"",济南,视力 住院 戳伤,济南：4岁男童被铅笔戳伤眼睛 晶体摘除今后只能戴假体,http://news.ifeng.com/a/20161016/50108834_0.shtml
14766,"",成都,流血 感染 住院,女童玩铅笔不慎戳进鼻腔 医生取出4.5cm残留部分,http://news.china.com/socialgd/10000169/20180324/32224974.html
14767,"","","",女童遭同桌铅笔扎伤 全麻三个小时手术取笔芯,http://news.sina.com.cn/c/2018-04-18/doc-ifzfkmth6568091.shtml
14768,"",厦门,戳伤 伤残 损害,女童争抢铅笔时左眼被戳伤 幼儿园担主责赔7万,http://learning.sohu.com/20120905/n352383724.shtml
14769,"",上海,伤残 视力 损害,小学生玩弹笔游戏戳中眼睛十级伤残 获赔9万余元,http://news.qq.com/a/20161027/029150.htm
14770,"",厦门,伤残 戳伤 住院,新闻搜索： 3上一期 版面导航,http://dzb.hxnews.com/2015-01/20/content_264389.htm
427,电暖器,济南,起火 着火 火灾,资生堂防晒霜检出有害镉 济南仍在售,http://news.e23.cn
160,加湿器 插线板 插头,"",火灾 触电 短路,火灾高发季节，用电要谨慎,http://www.dzwww.com/xinwen/shehuixinwen/201712/t20171221_16810191.htm
14771,"",吉林,短路,【提醒】乘坐飞机时，旅客携充电宝乘机需把好自我安全关,http://www.sohu.com/a/224668865_445951
210,加湿器,"",火灾 着火 触电,出门忘关加湿器 发生火灾吓煞人,http://www.cnjxol.com/xwzx/jxxw/jxshxw/content/2014-08/01/content_3126560.htm
14772,充电宝,广州,起火 火灾 碰撞,一言不合就起火 这下知道为什么充电宝不能托运了吧,http://news.sina.com.cn/c/2018-02-26/doc-ifyrvaxf1240902.shtml
14773,充电宝 电池,深圳,燃烧 爆炸 短路,电池生锈填铁块 低价"名牌"充电宝或成隐形"炸弹"(3),http://news.china.com/socialgd/10000169/20170610/30694425_2.html
14774,充电宝,广州,起火 燃烧 着火,南航航班行李架充电宝着火 事发时未在使用状态,http://www.cannews.com.cn/2018/0226/171666.shtml
14775,"",北京,燃烧 爆炸 短路,揭秘山寨充电宝：用废旧电池制造 有爆炸危险(图),http://www.chinanews.com/cj/2017/06-10/8246976.shtml
14776,"",舟山,着火 短路 火灾,生活一点通：抽检近九成不合格 使用充电宝要当心啦！,http://news.jstv.com/a/20180529/5b0d0b14f3ca6264ac2a21b8.shtml
14777,"",汕头,起火 短路,惊险！旅客正在登机 充电宝莫名冒烟……,https://www.sohu.com/a/220795192_232900
14778,"",广州,起火 火灾 碰撞,一言不合就起火 坐飞机时充电宝该怎么携带？,http://www.chinanews.com/cj/2018/02-27/8455165.shtml
14779,"",上海,起火 爆炸 短路,航班上偷用充电宝至发烫　机舱内散发焦煳味,http://news.carnoc.com/list/322/322786.html
14780,"",广州,起火 燃烧 触电,惊险！南航旅客携带充电宝起火，网友：涉事旅客需承担责任,http://news.qq.com/a/20180226/027359.htm
14781,"",成都,短路 着火 爆炸,地铁里冒烟乘客慌乱逃跑疑起火 却是充电宝冒烟,http://news.163.com/14/0902/08/A54FJ0EM00011229.html
14782,"",南京,爆炸 短路 晕,吐槽充电宝爆炸，南京小伙被赞好帅网友：还是多关心点安全吧(组图),http://news.163.com/14/0621/03/9V7VB46C00014Q4P.html
14783,充电宝,广州,起火 燃烧 触电,惊险！南航旅客携带充电宝起火，网友：涉事旅客需承担责任,http://www.05273.com/daodu/dif/0226/view_298865.html
14784,"",揭阳,起火 短路,飞广东的航班上，充电宝莫名冒烟！飞机上可玩手机了，可这些动作千万别做...,http://news.sina.com.cn/o/2018-01-26/doc-ifyqyesy2321228.shtml
14785,"",哈尔滨,爆炸 短路 着火,乘客边玩手机边充电 深圳地铁因充电宝爆燃急停,http://news.jstv.com/a/20170801/1501544516332.shtml
14786,"",深圳,起火 爆炸 短路,[第一时间]充电宝 掌中雷？ 深圳：充电宝爆炸起火 地铁停驰半小时,http://jingji.cntv.cn/2014/05/13/VIDE1399944498128996.shtml
14787,"","",碰撞 起火 短路,最担心的事情发生了，充电宝到底怎么选才安全,http://news.sina.com.cn/o/2018-02-27/doc-ifyrvaxf1470906.shtml
14788,"",上海,短路 爆炸 起火,民航局重申充电宝严禁托运 舱内使用或等同炸弹,http://shanghai.xinmin.cn/msrx/2015/08/31/28500064.html
14789,"",济南,着火 短路 损害,南航一航班充电宝冒烟现明火！充电宝到底该如何上飞机？,http://news.163.com/18/0226/23/DBK0LR5G00018AOP.html
14790,"",温州,爆炸 短路 燃烧,您当前的位置 ：浙江在线 > 浙江新闻 > 浙江纵横 > 温州 正文,http://zjnews.zjol.com.cn/zjnews/wznews/201703/t20170313_3306416.shtml
14791,"",北京,短路 着火 爆炸,移动电源包内自燃 你的充电宝安全么？,http://minipower.zol.com.cn/410/4107338.html
14792,"",广州,燃烧 爆炸 撞击,火车站买的充电宝一点就着 “小米”经重击严重变形,http://tech.ifeng.com/a/20170903/44671921_0.shtml
14793,"",广州,起火 刺 短路,充电宝在飞机上自燃 如何使用才安全,http://hlj.people.com.cn/n2/2018/0227/c358416-31287155.html
14794,"","",短路,[共度晨光]试验：充电宝突然短路 烧焦电线,http://news.cntv.cn/2014/05/14/VIDE1400034841945981.shtml
14795,"",昆明,爆炸 短路 起火,浙江轿车突起火损失惨重 竟是充电宝爆炸惹的祸,http://news.qq.com/a/20170217/022183.htm
161,熨斗,"",火灾,谢霆锋用熨斗烫头发 消防怒批：极易引发火灾,http://news.youth.cn/sh/201802/t20180207_11388308.htm
14796,"",北京,短路 爆炸 起火,超高性价比 大恒DH 10000JW移动电源数据评测,http://finance.ifeng.com/a/20141127/13312117_0.shtml
14797,"",广州,短路 损害 着火,充电宝在飞机上自燃 这份安全使用指南请收好,http://tech.ifeng.com/a/20180227/44888961_0.shtml
14798,"",广州,爆炸 短路 燃烧,小心，这四种情况下你的充电宝就会变成炸弹！,http://auto.sohu.com/20160110/n434067218.shtml
14799,"",上海,短路 爆炸 起火,民航局重申充电宝乘机规定 空乘：一旦短路等同炸弹(图),http://news.163.com/15/0831/17/B2C6H63T00014AEE.html
14800,"",安康,起火 燃烧 短路,南航空姐做得对不对？充电宝自燃起火，灭火应该用灭火...,http://www.dgtle.com/forum.php?mod=viewthread&tid=819676
14801,"",广州,起火 着火 燃烧,南航航班行李架充电宝着火 事发时未在使用状态,http://finance.ifeng.com/a/20180226/15997147_0.shtml
14802,"","",着火 短路 爆炸,有个充电宝登机后着火了！你的充电宝安全吗？,http://op.inews.qq.com/m/20180416A1NN1R00?refer=100000355&chl_code=kb_news_gaojidi&h=0
192,灶台,中山,烧伤,煤气突爆燃母子被烧伤_《中山日报》数字报_中山日报报业集团,http://www.zsnews.cn/EPaper/zsrb/ShowIndex.asp?article=4&paperdate=20170922&part=11
226,烤箱,西安,死亡 爆炸 火灾,西安楼房爆炸：警方初步认定为烤箱爆炸所致,http://news.sohu.com/20131024/n388788008.shtml
14804,灶台,成都,烧伤 爆炸,美女在成都吃火锅 灶台突然喷火眼睛被烧伤,http://sc.sina.com.cn/news/b/2017-08-09/detail-ifyitamv7911178-p2.shtml
191,煤气灶 灶台,"",烧伤 着火 住院,萧山一女子在出租房里被烧伤，房东和另一位租客都吃了官司！,http://www.sohu.com/a/202332061_351194
220,烤箱,长春,火灾,杜绝小区烧烤居民提建议在家用烤箱烤不也挺好吗,http://news.ifeng.com/a/20150605/43909575_0.shtml
14805,灶台,成都,烧伤 灼伤 爆炸,视频｜美女吃火锅时灶台突然喷火眼睛被烧伤 齐刘海秒变“梅超风”,http://www.kankanews.com/a/2017-08-09/0038104966.shtml
14806,"",黔东南,打击 火灾,中国消防在线,http://119.china.com.cn/ztbd/txt/2009-11/03/content_3220800.htm
14807,烤箱,"",起火,烤箱故障引大火,http://jiangxi.jxnews.com.cn/system/2003/09/18/000518370.shtml
14808,"",广州,着火,深圳一手机塑胶外壳厂着火 引发旁边白电油油墨轰燃,http://gd.sina.com.cn/news/sz/2015-07-26/detail-ifxfikka1455639.shtml
14810,"",长沙,烧伤,不知恢复供气 70岁老爹点燃灶台烧了头发,http://hn.rednet.cn/c/2012/05/22/2622190.htm
14811,煤气瓶,中山,爆炸 烧伤 起火,椒江一小区发生煤气瓶爆炸事故 72岁老人多处烧伤,http://zjnews.zjol.com.cn/05zjnews/system/2011/11/16/018001457.shtml
2144,灶台 燃气灶,淄博,烧伤 起火 感染,油锅起火竟然洒水救 热油外溅父子二人被烧伤,http://news.lznews.cn/luzhong/cb/201707/t20170701_11078839.html
14812,"","",烧伤 爆炸 燃烧,煤气泄漏轰燃，一家五口被烧伤,http://www.jsw.com.cn/2017/0728/1407763.shtml
14813,"",南宁,爆炸 起火 抢救,女子做饭时用明火点燃气灶 引发爆炸烧伤严重(图),http://www.gxnews.com.cn/staticpages/20120905/newgx504681c2-5997386.shtml
240,煤气灶,郑州,爆炸 烧伤 刺激性气味,早晨疑似煤气灶爆炸一对老年夫妇被烧伤,http://newpaper.dahe.cn/dhb/html/2014-08/13/content_1127920.htm?div=-1
14814,"","",烧伤 抢救 爆炸,不关阀门引发的煤气爆炸 弋阳一居民被烧伤(图),http://jxsr.jxnews.com.cn/system/2015/07/31/014098802.shtml
242,灶台,成都,烧伤 灼伤,美女在成都吃火锅 灶台突然喷火眼睛被烧伤,http://sc.sina.com.cn/news/b/2017-08-09/detail-ifyitamv7911178.shtml
14815,"",东方,损伤 灼伤 抢救,崇明民房着火 老人重度烧伤,http://sh.eastday.com/m/20120211/u1a6356889.html
247,煤气灶,佛山,烧伤 着火 住院,煤气灶着火烧伤人 消费者获赔7200元,http://www.cqn.com.cn/news/wqpd/gmwq/344049.html
14816,"","",灼伤 火灾 急救,炒菜引燃灶台烟火灼伤厨师,http://news.sina.com.cn/s/2005-08-25/12286780426s.shtml
14817,"",淮南,烧伤 爆炸 脱落,燃气爆炸烧伤母女二人 医疗费用成难题(图),http://ah.anhuinews.com/system/2012/08/13/005140656.shtml
253,煤气灶 打火机,"",住院 烧伤 爆炸,用打火机点煤气灶引发火灾父子俩重度烧伤,http://www.bynrnews.com/new/minsheng/20150911/205522.html
256,煤气灶,常州,烧伤 着火 爆炸,女子200元买煤气灶突爆燃 从脸到脚均被烧伤,http://js.qq.com/a/20160912/041829.htm
257,燃气灶,长沙,烧伤,开燃气灶看家里来气没 火苗突然窜出烧伤老人,http://news.rednet.cn/c/2012/05/21/2621571.htm
